Name,Contribution,Contribution Categories,Period,Reference,Skill stack
Restaurant Data Analysis,100%,"Data Analysis, Database Design",03.2025-04.2025,,"API, Matplotlib, MySQL, Pandas, Python, Seaborn, Tableau"
